"","location","text","hashtags","tweetcreatedts"
"5200","Miami","pences eye issue concerning especially given attended virus affect eyes healthcare workers describing covid patients red eyes pink eye symptoms","[{'text': 'RoseGardenMassacre', 'indices': [107, 126]}]",2020-10-08
"5201","Chicago","covid cases past week vietnam taiwan yemen zealand white","[]",2020-10-08
"5202","San Francisco","trump saved thanks aborted fetuses comment gop senators fox news amy coney barrett anyone","[{'text': 'coronavirus', 'indices': [126, 138]}]",2020-10-08
"5203","Miami","pink eye often symptom covid common flies attracted feces rotting meat saying reason","[]",2020-10-08
"5204","San Francisco","unrestrained interview thursday morning president trump downplayed severity covid infection attacked sen harris accused political opponents conspiring against demanded administration begin indicting those rivals","[]",2020-10-08
"5205","Los Angeles","mark","[{'text': 'RaiderNation', 'indices': [20, 33]}, {'text': 'RemarkAI', 'indices': [34, 43]}, {'text': 'biosafety', 'indices': [44, 54]}, {'text': 'nfl', 'indices': [55, 59]}, {'text': 'coronavirus', 'indices': [66, 78]}]",2020-10-08
"5206","New York","looks top scientists lining policy aggressively protect vulnerable open schools society yes following science lockdowns","[{'text': 'Covid_19', 'indices': [104, 113]}]",2020-10-08
"5207","New York","theyve hiding weeks ago omg white security official crede bailey hospitalized covid bloomberg","[]",2020-10-08
"5208","New York","coronavirus restrictions arbitrary absolutely retarded lets open schools everything else sweden done promote vitamins minerals boost immune system health","[{'text': 'coronavirus', 'indices': [212, 224]}, {'text': 'covid19', 'indices': [225, 233]}]",2020-10-08
"5209","New York","nys shouldnt cut locus standards theres content via","[{'text': 'geometry', 'indices': [55, 64]}, {'text': 'Mathematics', 'indices': [101, 113]}, {'text': 'Covid_19', 'indices': [114, 123]}, {'text': 'coronavirus', 'indices': [124, 136]}]",2020-10-08
"5210","New York","pence evaded every single question claimed systemic racism doesn t exist implied kamala harris nomination vp notable own best s failed prevent spread covid swine flu bad","[]",2020-10-08
"5211","Miami","blink literally week passes march yesterday whole covid","[]",2020-10-08
"5212","San Francisco","trump called arrest biden obama hillary probably don t medicine kamala harris communist monster t completely unhinged something wrong","[{'text': 'coronavirus', 'indices': [122, 134]}]",2020-10-08
"5213","New York","store literally called covid im screaming","[]",2020-10-08
"5214","Miami","best meme uk missing thousands infections using track","[{'text': 'Covid_19', 'indices': [61, 70]}]",2020-10-08
"5215","New York","treatment covid president trump touted cure wednesday developed cells originally derived fetal tissue practice repeatedly condemned","[]",2020-10-08
"5216","New York","join hour things covid vaccines","[]",2020-10-08
"5217","New York","failed experiment city journal u u u u","[{'text': 'lockdown', 'indices': [35, 44]}, {'text': 'Hysteria', 'indices': [45, 54]}, {'text': 'tyranny', 'indices': [55, 63]}, {'text': 'Covid_19', 'indices': [64, 73]}, {'text': 'virus', 'indices': [74, 80]}, {'text': 'kingcuomo', 'indices': [81, 91]}, {'text': 'mayormoron', 'indices': [92, 103]}]",2020-10-08
"5218","Los Angeles","important question tonight beginning times deaths covid canada pence didnt trump asked until election judge leaders results","[]",2020-10-08
"5219","New York","thank concern begin quarantine covid test promptly","[]",2020-10-08
"5220","New York","president trump killing americans terrorist group ever","[{'text': 'CoronaOutbreak', 'indices': [114, 129]}, {'text': 'FailureInChief', 'indices': [130, 145]}, {'text': 'Coronavirus', 'indices': [147, 159]}, {'text': 'CoronaOutbreak', 'indices': [160, 175]}, {'text': 'FailureInChief', 'indices': [176, 191]}, {'text': 'NeverForget', 'indices': [192, 204]}, {'text': 'TrumpVirus', 'indices': [205, 216]}]",2020-10-08
"5221","New York","trump demanding china pay price covid","[]",2020-10-08
"5222","Miami","due aka ill sending amp retweet cashapp apple pay venmo zelle u drop tags comments u u u fe","[{'text': 'COVID19', 'indices': [25, 33]}, {'text': 'Coronavirus', 'indices': [38, 50]}]",2020-10-08
"5223","Los Angeles","psst los angeles books ve meaning buy yourself loved ones","[]",2020-10-08
"5224","Miami","elementary school student miami dade tested positive covid less week schools reopened person instruction","[{'text': 'BREAKING', 'indices': [10, 19]}]",2020-10-08
"5225","Los Angeles","nyt reporter believes got infected sept either wh required covid test bc traveling potus force potus night sat sept potus test negative wh wont","[]",2020-10-08
"5226","Los Angeles","mike pence led biggest concentrated hiv outbreak u s history while governor indiana opposed needle exchange programs led country covid deaths listen damn says public health","[]",2020-10-08
"5227","Los Angeles","treatment covid president trump touted cure wednesday developed cells originally derived fetal tissue practice repeatedly condemned","[]",2020-10-08
"5228","New York","president aides seeking pass series bills approach democrats consistently rejected odds goal broad multi trillion dollar aid package","[{'text': 'DemocratsAreDestroyingAmerica', 'indices': [0, 30]}, {'text': 'Trump', 'indices': [46, 52]}]",2020-10-08
"5229","New York","presidents wear masks quarantine covid chose black robes become grim reaper","[]",2020-10-08
"5230","Chicago","trump acknowledged contracting covid white quietly informed veterans group covid risk stemming event honoring families fallen u s service members","[]",2020-10-08
"5231","New York","traitors kkkult antifa fight against fascists terrorists trump s terrorists","[{'text': 'coronavirus', 'indices': [150, 162]}, {'text': 'TrumpPence2020', 'indices': [163, 178]}, {'text': 'TrumpIsNotAmerica', 'indices': [179, 197]}, {'text': 'TraitorTrump', 'indices': [198, 211]}, {'text': 'CriminalTrump', 'indices': [212, 226]}, {'text': 'TerroristTrump', 'indices': [227, 242]}, {'text': 'FascistTrump', 'indices': [243, 256]}, {'text': 'WhiteTerrorism', 'indices': [257, 272]}, {'text': 'Nazi', 'indices': [273, 278]}]",2020-10-08
"5232","New York","chris christie hospitalized covid five days","[]",2020-10-08
"5233","Los Angeles","black latinos suffering covid s growing evidence pollution least partly blame week s edition boiling maps showing covid pollution nexus los angeles","[]",2020-10-08
"5234","Chicago","pink eye often symptom covid common flies attracted feces rotting meat saying reason","[]",2020-10-08
"5235","New York","lots details","[]",2020-10-08
"5236","New York","both covid flu circulating fall flu shot safest easiest quickest protect community says information","[]",2020-10-08
"5237","Los Angeles","wrote bachelor nation stars whose weddings affected covid et canada hope dream celebrations timing","[]",2020-10-08
"5238","Los Angeles","trump acknowledged contracting covid white quietly informed veterans group covid risk stemming event honoring families fallen u s service members","[]",2020-10-08
"5239","New York","both covid flu circulating fall flu shot safest easiest quickest protect community says information","[]",2020-10-08
"5240","Los Angeles","trump called arrest biden obama hillary probably don t medicine kamala harris communist monster t completely unhinged something wrong","[{'text': 'coronavirus', 'indices': [122, 134]}]",2020-10-08
"5241","New York","pink eye often symptom covid common flies attracted feces rotting meat saying reason","[]",2020-10-08
"5242","Los Angeles","antibody cocktail covid president trump touted wednesday afternoon developed cells originally derived fetal tissue practice administration moved restrict","[]",2020-10-08
"5243","New York","president trump killing americans terrorist group ever","[{'text': 'CoronaOutbreak', 'indices': [88, 103]}, {'text': 'FailureInChief', 'indices': [104, 119]}, {'text': 'Coronavirus', 'indices': [121, 133]}, {'text': 'CoronaOutbreak', 'indices': [134, 149]}, {'text': 'FailureInChief', 'indices': [150, 165]}, {'text': 'NeverForget', 'indices': [166, 178]}, {'text': 'TrumpVirus', 'indices': [179, 190]}]",2020-10-08
"5244","New York","supreme court confirmation hearings start mondayless weeks members committee tested positive covid utterly reckless","[]",2020-10-08
"5245","New York","trump called arrest biden obama hillary probably don t medicine kamala harris communist monster t completely unhinged something wrong","[{'text': 'coronavirus', 'indices': [122, 134]}]",2020-10-08
"5246","New York","question president near gave covid quickly speak oh sometime next maybe hmm seems fair","[{'text': 'Regeneron', 'indices': [118, 128]}]",2020-10-08
